6.249976e-08
8.83968620968619e-10
(1.000950, 0.000002)
(1.001200, 0.000003)
-1.000000 0.000000e+00 
-0.999750 6.251329e-08 
-0.999500 6.251275e-08 
-0.999250 6.251228e-08 
-0.999000 6.251102e-08 
-0.998750 6.251162e-08 
-0.998500 6.251274e-08 
-0.998250 6.251262e-08 
-0.998000 6.251281e-08 
-0.997750 6.251241e-08 
-0.997500 6.251232e-08 
-0.997250 6.251254e-08 
-0.997000 6.251151e-08 
-0.996750 6.251146e-08 
-0.996500 6.251238e-08 
-0.996250 6.251294e-08 
-0.996000 6.251247e-08 
-0.995750 6.251231e-08 
-0.995500 6.251291e-08 
-0.995250 6.251181e-08 
-0.994999 6.251124e-08 
-0.994749 6.251209e-08 
-0.994499 6.251258e-08 
-0.994249 6.251293e-08 
-0.993999 6.251270e-08 
-0.993749 6.251234e-08 
-0.993499 6.251228e-08 
-0.993249 6.251142e-08 
-0.992999 6.251197e-08 
-0.992749 6.251262e-08 
-0.992499 6.251245e-08 
-0.992249 6.251260e-08 
-0.991999 6.251216e-08 
-0.991749 6.251248e-08 
-0.991499 6.251199e-08 
-0.991249 6.251159e-08 
-0.990999 6.251261e-08 
-0.990749 6.251282e-08 
-0.990499 6.251201e-08 
-0.990249 6.251194e-08 
-0.989999 6.251264e-08 
-0.989749 6.251274e-08 
-0.989499 6.251205e-08 
-0.989249 6.251144e-08 
-0.988999 6.251225e-08 
-0.988749 6.251270e-08 
-0.988499 6.251212e-08 
-0.988249 6.251274e-08 
-0.987999 6.251278e-08 
-0.987749 6.251113e-08 
-0.987499 6.251178e-08 
-0.987249 6.251296e-08 
-0.986999 6.251201e-08 
-0.986749 6.251270e-08 
-0.986499 6.251280e-08 
-0.986249 6.251188e-08 
-0.985999 6.251260e-08 
-0.985749 6.251163e-08 
-0.985499 6.251163e-08 
-0.985249 6.251261e-08 
-0.984998 6.251278e-08 
-0.984748 6.251281e-08 
-0.984498 6.251227e-08 
-0.984248 6.251203e-08 
-0.983998 6.251188e-08 
-0.983748 6.251225e-08 
-0.983498 6.251227e-08 
-0.983248 6.251237e-08 
-0.982998 6.251234e-08 
-0.982748 6.251216e-08 
-0.982498 6.251274e-08 
-0.982248 6.251274e-08 
-0.981998 6.251194e-08 
-0.981748 6.251166e-08 
-0.981498 6.251236e-08 
-0.981248 6.251225e-08 
-0.980998 6.251201e-08 
-0.980748 6.251252e-08 
-0.980498 6.251289e-08 
-0.980248 6.251202e-08 
-0.979998 6.251167e-08 
-0.979748 6.251230e-08 
-0.979498 6.251213e-08 
-0.979248 6.251226e-08 
-0.978998 6.251270e-08 
-0.978748 6.251256e-08 
-0.978498 6.251228e-08 
-0.978248 6.251164e-08 
-0.977998 6.251197e-08 
-0.977748 6.251284e-08 
-0.977498 6.251246e-08 
-0.977248 6.251238e-08 
-0.976998 6.251261e-08 
-0.976748 6.251271e-08 
-0.976498 6.251156e-08 
-0.976248 6.251138e-08 
-0.975998 6.251217e-08 
-0.975748 6.251216e-08 
-0.975498 6.251291e-08 
-0.975248 6.251262e-08 
-0.974997 6.251221e-08 
-0.974747 6.251254e-08 
-0.974497 6.251162e-08 
-0.974247 6.251168e-08 
-0.973997 6.251227e-08 
-0.973747 6.251250e-08 
-0.973497 6.251303e-08 
-0.973247 6.251299e-08 
-0.972997 6.251236e-08 
-0.972747 6.251138e-08 
-0.972497 6.251181e-08 
-0.972247 6.251277e-08 
-0.971997 6.251248e-08 
-0.971747 6.251206e-08 
-0.971497 6.251239e-08 
-0.971247 6.251258e-08 
-0.970997 6.251264e-08 
-0.970747 6.251189e-08 
-0.970497 6.251167e-08 
-0.970247 6.251243e-08 
-0.969997 6.251238e-08 
-0.969747 6.251219e-08 
-0.969497 6.251276e-08 
-0.969247 6.251274e-08 
-0.968997 6.251148e-08 
-0.968747 6.251163e-08 
-0.968497 6.251232e-08 
-0.968247 6.251220e-08 
-0.967997 6.251239e-08 
-0.967747 6.251288e-08 
-0.967497 6.251280e-08 
-0.967247 6.251258e-08 
-0.966997 6.251155e-08 
-0.966747 6.251150e-08 
-0.966497 6.251242e-08 
-0.966247 6.251254e-08 
-0.965997 6.251252e-08 
-0.965747 6.251236e-08 
-0.965497 6.251251e-08 
-0.965247 6.251186e-08 
-0.964996 6.251174e-08 
-0.964746 6.251215e-08 
-0.964496 6.251220e-08 
-0.964246 6.251300e-08 
-0.963996 6.251277e-08 
-0.963746 6.251241e-08 
-0.963496 6.251280e-08 
-0.963246 6.251149e-08 
-0.962996 6.251161e-08 
-0.962746 6.251270e-08 
-0.962496 6.251209e-08 
-0.962246 6.251224e-08 
-0.961996 6.251270e-08 
-0.961746 6.251257e-08 
-0.961496 6.251231e-08 
-0.961246 6.251213e-08 
-0.960996 6.251204e-08 
-0.960746 6.251247e-08 
-0.960496 6.251211e-08 
-0.960246 6.251205e-08 
-0.959996 6.251274e-08 
-0.959746 6.251241e-08 
-0.959496 6.251172e-08 
-0.959246 6.251200e-08 
-0.958996 6.251237e-08 
-0.958746 6.251237e-08 
-0.958496 6.251269e-08 
-0.958246 6.251287e-08 
-0.957996 6.251246e-08 
-0.957746 6.251126e-08 
-0.957496 6.251147e-08 
-0.957246 6.251221e-08 
-0.956996 6.251304e-08 
-0.956746 6.251284e-08 
-0.956496 6.251206e-08 
-0.956246 6.251247e-08 
-0.955996 6.251275e-08 
-0.955746 6.251178e-08 
-0.955496 6.251179e-08 
-0.955246 6.251276e-08 
-0.954995 6.251205e-08 
-0.954745 6.251209e-08 
-0.954495 6.251288e-08 
-0.954245 6.251264e-08 
-0.953995 6.251227e-08 
-0.953745 6.251198e-08 
-0.953495 6.251178e-08 
-0.953245 6.251210e-08 
-0.952995 6.251252e-08 
-0.952745 6.251279e-08 
-0.952495 6.251248e-08 
-0.952245 6.251204e-08 
-0.951995 6.251168e-08 
-0.951745 6.251185e-08 
-0.951495 6.251256e-08 
-0.951245 6.251245e-08 
-0.950995 6.251221e-08 
-0.950745 6.251272e-08 
-0.950495 6.251266e-08 
-0.950245 6.251178e-08 
-0.949995 6.251144e-08 
-0.949745 6.251252e-08 
-0.949495 6.251323e-08 
-0.949245 6.251203e-08 
-0.948995 6.251248e-08 
-0.948745 6.251278e-08 
-0.948495 6.251206e-08 
-0.948245 6.251187e-08 
-0.947995 6.251176e-08 
-0.947745 6.251218e-08 
-0.947495 6.251269e-08 
-0.947245 6.251262e-08 
-0.946995 6.251197e-08 
-0.946745 6.251251e-08 
-0.946495 6.251291e-08 
-0.946245 6.251163e-08 
-0.945995 6.251176e-08 
-0.945745 6.251286e-08 
-0.945495 6.251228e-08 
-0.945245 6.251244e-08 
-0.944994 6.251247e-08 
-0.944744 6.251236e-08 
-0.944494 6.251145e-08 
-0.944244 6.251195e-08 
